Date,Close/Last,Volume,Open,High,Low
04/01/2021,904.2593,--,914.1247,930.6694,901.9353
03/31/2021,896.3543,--,876.5971,903.7908,876.4729
03/30/2021,860.1938,--,819.0533,861.8516,814.6017
03/29/2021,821.4847,--,854.157,856.4835,814.9668
03/26/2021,860.8411,--,851.5387,862.9508,829.8889
03/25/2021,845.1942,--,805.6949,847.9767,801.112
03/24/2021,832.516,--,878.6498,879.1261,832.3395
03/23/2021,870.5047,--,898.3184,906.8612,865.2873
03/22/2021,903.7889,--,901.3157,916.2759,889.9831
03/19/2021,888.5314,--,869.4303,893.7266,858.5718
03/18/2021,869.1716,--,908.0658,910.464,867.6197
03/17/2021,925.6768,--,896.5048,933.4822,889.4368
03/16/2021,927.3709,--,949.6033,955.1154,918.9472
03/15/2021,956.34,--,947.1777,959.9994,939.0827
03/12/2021,949.2154,--,923.4996,952.1472,917.4727
03/11/2021,955.7407,--,923.3953,956.2022,918.2624
03/10/2021,893.7404,--,922.3359,937.1663,883.8124
03/09/2021,889.092,--,848.2991,896.6368,847.5782
03/08/2021,811.5774,--,844.3394,863.4514,809.6006
03/05/2021,845.084,--,869.2014,869.3419,770.0916
03/04/2021,856.1342,--,891.708,914.6906,829.2721
03/03/2021,906.8527,--,959.5593,967.6727,906.8109
03/02/2021,958.7829,--,1003.14,1003.14,958.03
03/01/2021,1005.24,--,982.538,1005.36,977.0196
02/26/2021,955.2232,--,939.1875,967.2364,917.8287
02/25/2021,932.2645,--,994.4014,999.408,926.4983
02/24/2021,1006.4,--,970.1723,1006.73,950.4079
02/23/2021,966.3295,--,937.217,970.7567,878.1366
02/22/2021,985.0563,--,1034.11,1036.84,981.8402
02/19/2021,1057,--,1043.95,1073.91,1042.11
02/18/2021,1021.15,--,1040.22,1050.32,1013.25
02/17/2021,1077.59,--,1086.35,1092.57,1053.19
02/16/2021,1105.63,--,1151.84,1153.3,1100.33
02/12/2021,1137.78,--,1125.4,1140.41,1112.11
02/11/2021,1134.39,--,1137.14,1143.09,1116.59
02/10/2021,1127.11,--,1169.34,1176.46,1118.49
02/09/2021,1152.37,--,1135.73,1157.89,1135.73
02/08/2021,1137.81,--,1117.66,1139.68,1117.17
02/05/2021,1105.59,--,1109.94,1111.88,1092.08
02/04/2021,1099.98,--,1098.45,1104.94,1087.67
02/03/2021,1099.76,--,1094.71,1105.59,1079.83
02/02/2021,1090.23,--,1095.6,1099.57,1072.78
02/01/2021,1078.84,--,1066.8,1080.18,1040.55
01/29/2021,1044.18,--,1080.87,1092.58,1034.24
01/28/2021,1080.29,--,1071.19,1085.9,1051.83
01/27/2021,1069.13,--,1072.56,1104.88,1052.08
01/26/2021,1121.04,--,1126.95,1137.38,1113.28
01/25/2021,1115.47,--,1144.61,1169.84,1094.27
01/22/2021,1133.43,--,1104.73,1134.22,1103.54
01/21/2021,1121.08,--,1100.24,1123.32,1081.01
01/20/2021,1093.68,--,1116.68,1119.45,1082.01
01/19/2021,1107.43,--,1087.29,1108.61,1077.7
01/15/2021,1055.38,--,1100.6,1104.09,1052.7
01/14/2021,1118.4,--,1118.18,1131.13,1111.54
01/13/2021,1119.21,--,1133.81,1138.46,1099.81
01/12/2021,1120.02,--,1108.46,1121.58,1099.15
01/11/2021,1083.92,--,1060.02,1095.89,1057.11
01/08/2021,1091.9,--,1104.88,1107.94,1071.02
01/07/2021,1074.58,--,1055.87,1081.02,1048.57
01/06/2021,1006.79,--,979.4164,1031.36,977.9092
01/05/2021,946.6182,--,917.5639,947.8227,917.4892
01/04/2021,925.7707,--,938.7593,950.0636,910.9947
12/31/2020,917.4779,--,918.739,926.0788,911.5968
12/30/2020,914.7657,--,894.6095,917.1362,894.6095
12/29/2020,886.6498,--,905.3369,905.6418,872.3316
12/28/2020,904.4209,--,941.9006,946.198,904.3452
12/24/2020,921.2843,--,925.0926,931.2919,911.5803
12/23/2020,926.009,--,929.9729,937.3315,913.9488
12/22/2020,920.122,--,900.3022,928.8658,899.726
12/21/2020,889.258,--,861.0864,889.4315,858.3007
12/18/2020,877.388,--,866.29,890.7031,864.833
12/17/2020,862.132,--,853.5216,862.1647,845.4732
12/16/2020,846.7633,--,848.0012,850.3048,827.0676
12/15/2020,849.4107,--,817.3398,850.8272,816.849
12/14/2020,805.622,--,815.3619,818.0061,799.2473
12/11/2020,805.0072,--,807.2552,818.3265,793.3162
12/10/2020,809.9132,--,793.803,813.9027,788.6219
12/09/2020,801.7171,--,840.377,841.4065,791.0718
12/08/2020,838.9718,--,811.0149,841.4454,810.936
12/07/2020,808.7516,--,801.3397,813.5302,800.7694
12/04/2020,800.6991,--,798.4409,801.3502,792.6308
12/03/2020,793.0777,--,808.4485,811.4564,792.079
12/02/2020,802.2806,--,784.9124,803.5207,762.9482
12/01/2020,806.1581,--,835.3889,835.6944,802.7189
11/30/2020,826.8273,--,857.4954,858.8472,807.0127
11/27/2020,848.9448,--,846.1689,861.4018,845.3183
11/25/2020,837.2823,--,821.8941,840.337,811.4784
11/24/2020,828.7012,--,831.3595,840.7561,806.3802
11/23/2020,819.1748,--,785.8391,819.8329,785.5122
11/20/2020,773.5575,--,765.8547,779.0364,763.7544
11/19/2020,761.9059,--,742.5662,763.3769,741.918
11/18/2020,740.9966,--,747.1296,756.3113,734.9339
11/17/2020,746.4635,--,742.3523,755.0694,728.5996
11/16/2020,738.7802,--,725.5259,738.8348,715.8026
11/13/2020,719.6487,--,730.7277,747.0427,706.2779
11/12/2020,723.1068,--,720.9855,733.1124,718.5736
11/11/2020,720.9166,--,704.3657,720.9166,698.7616
11/10/2020,693.5073,--,713.0431,716.0416,676.2168
11/09/2020,711.2312,--,729.1138,737.1118,711.0933
11/06/2020,704.8578,--,703.347,715.7212,693.9658
11/05/2020,699.7867,--,661.7894,700.0821,661.3713
11/04/2020,644.3162,--,642.1827,652.4579,626.4228
11/03/2020,649.8291,--,639.4086,651.5947,637.0629
11/02/2020,641.6772,--,624.1818,645.309,623.4589
10/30/2020,617.8805,--,629.958,632.0282,606.4079
10/29/2020,633.8914,--,617.4096,637.0083,617.4096
10/28/2020,617.4607,--,618.7818,625.356,614.0447
10/27/2020,625.2385,--,627.5714,634.1081,620.6797
10/26/2020,626.5101,--,629.995,638.2875,613.8243
10/23/2020,641.4695,--,645.2455,650.0599,633.2211
10/22/2020,639.9739,--,639.9732,641.68,622.9305
10/21/2020,635.4888,--,663.424,666.971,635.3277
10/20/2020,663.0392,--,661.0522,669.5667,657.0633
10/19/2020,657.6417,--,660.8645,671.0177,656.2426
10/16/2020,657.5331,--,666.6063,670.4797,657.0924
10/15/2020,660.0247,--,646.0732,661.1136,643.8818
10/14/2020,660.6513,--,654.2421,664.369,652.1967
10/13/2020,646.1173,--,640.7855,648.1552,638.7409
10/12/2020,644.5433,--,658.6486,658.6486,640.8618
10/09/2020,653.5419,--,643.0642,655.9545,642.2216
10/08/2020,638.6345,--,653.7121,654.7447,634.4329
10/07/2020,644.8338,--,625.5659,647.0048,625.476
10/06/2020,614.7015,--,621.1823,629.7711,608.6899
10/05/2020,617.5699,--,597.9403,617.9238,597.8322
10/02/2020,587.8127,--,576.515,598.2713,576.1055
10/01/2020,594.7681,--,586.6751,594.787,585.2521
09/30/2020,577.9831,--,569.0341,585.0316,569.0341
09/29/2020,566.9368,--,553.293,569.4876,553.166
09/28/2020,553.6968,--,540.4251,554.2337,540.3858
09/25/2020,529.1529,--,511.9321,530.0043,511.757
09/24/2020,512.3191,--,504.5504,519.9625,494.0264
09/23/2020,511.4937,--,530.5241,534.739,510.6983
09/22/2020,535.0905,--,532.6891,535.8142,524.7257
09/21/2020,534.3087,--,528.9452,534.3516,516.1091
09/18/2020,541.0407,--,545.2735,550.8849,533.4955
09/17/2020,537.5872,--,530.9299,542.1171,530.6122
09/16/2020,551.0741,--,551.119,559.5147,548.7465
09/15/2020,550.069,--,543.8617,556.3605,543.377
09/14/2020,535.9129,--,519.4955,536.5212,516.195
09/11/2020,511.9705,--,517.4252,518.9603,505.6189
09/10/2020,511.8654,--,525.1522,529.4577,508.7848
09/09/2020,519.8174,--,509.2287,521.512,508.9997
09/08/2020,498.0962,--,498.8611,515.2881,491.6761
09/04/2020,524.5787,--,529.1844,535.697,488.3299
09/03/2020,526.9788,--,553.755,555.7108,523.2361
09/02/2020,566.356,--,573.6178,576.3436,548.8155
09/01/2020,572.1895,--,565.3042,572.2186,560.173
08/31/2020,564.1907,--,558.7697,568.0666,554.3169
08/28/2020,557.6355,--,557.2773,562.2537,552.608
08/27/2020,553.2815,--,552.6764,560.4184,548.0156
08/26/2020,552.9457,--,544.2164,556.2149,544.2164
08/25/2020,541.6591,--,530.5509,541.7134,529.849
08/24/2020,530.327,--,529.7811,534.1271,522.5971
08/21/2020,523.1633,--,520.9505,527.5769,520.6342
08/20/2020,520.7282,--,518.3873,522.7633,516.6863
08/19/2020,524.6208,--,523.1468,529.9545,522.4418
08/18/2020,523.745,--,526.7041,530.1611,519.1303
08/17/2020,522.9944,--,513.9614,523.6642,513.9114
08/14/2020,509.6287,--,513.4399,516.7849,507.1673
08/13/2020,513.9251,--,507.9128,518.7907,507.2686
08/12/2020,506.2289,--,497.8014,509.3798,494.6794
08/11/2020,490.3982,--,504.4738,504.7874,489.1277
08/10/2020,503.5722,--,499.2951,506.2604,497.2857
08/07/2020,497.2713,--,492.8529,504.1089,490.2973
08/06/2020,492.2452,--,497.0387,500.1536,490.1615
08/05/2020,497.6489,--,487.5579,498.4042,483.7285
08/04/2020,485.3637,--,480.3484,485.3949,475.3265
08/03/2020,471.2726,--,458.8432,472.114,457.6652
07/31/2020,455.4759,--,459.4505,459.6742,449.2883
07/30/2020,457.5035,--,456.677,459.7827,454.0099
07/29/2020,462.7714,--,458.5004,464.5812,457.7184
07/28/2020,455.6892,--,463.6473,464.1175,455.3783
07/27/2020,467.8123,--,458.8254,468.13,455.7525
07/24/2020,456.2488,--,454.8954,460.507,447.0382
07/23/2020,466.7982,--,472.2385,477.5068,460.6664
07/22/2020,471.5785,--,469.5161,473.7846,467.1394
07/21/2020,469.759,--,477.2618,480.5324,468.7238
07/20/2020,473.7805,--,461.2801,474.6302,461.2482
07/17/2020,460.3411,--,458.3373,460.5547,454.1285
07/16/2020,457.837,--,458.7778,461.0072,455.4261
07/15/2020,465.8653,--,461.902,466.5748,454.0036
07/14/2020,454.1194,--,436.846,454.2481,428.8177
07/13/2020,437.4072,--,456.5556,466.487,436.6238
07/10/2020,446.8629,--,439.0088,447.0695,435.9434
07/09/2020,439.727,--,439.787,441.8472,426.3097
07/08/2020,435.5586,--,429.5981,439.5894,428.9251
07/07/2020,425.1502,--,421.366,429.044,417.9504
07/06/2020,423.0804,--,410.7009,423.2302,410.517
07/02/2020,400.2704,--,398.0779,403.3121,395.9191
07/01/2020,388.2768,--,387.9727,391.1363,387.5576
06/30/2020,387.0284,--,378.2617,387.6756,377.8752
