"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 31, 2020","2.5655","2.5580","2.5580","2.5580","0.01K","-0.29%"
"Jan 30, 2020","2.5730","2.5685","2.5685","2.5685","3.63K","-1.11%"
"Jan 29, 2020","2.6020","2.5975","2.5975","2.5975","0.02K","-0.86%"
"Jan 28, 2020","2.6245","2.6210","2.6210","2.6210","5.48K","-0.81%"
"Jan 27, 2020","2.6460","2.6425","2.6425","2.6425","0.01K","-3.09%"
"Jan 24, 2020","2.7305","2.7270","2.7270","2.7270","3.00K","-1.51%"
"Jan 23, 2020","2.7725","2.7690","2.7690","2.7690","2.77K","-1.40%"
"Jan 22, 2020","2.8120","2.8180","2.8180","2.8180","0.00K","-0.81%"
"Jan 21, 2020","2.8350","2.8315","2.8315","2.8315","0.04K","-0.32%"
"Jan 20, 2020","2.8440","2.8520","2.8610","2.8370","-","-0.25%"
"Jan 19, 2020","2.8510","2.8460","2.8510","2.8450","-","-1.13%"
"Jan 17, 2020","2.8835","2.8800","2.8800","2.8800","2.87K","-0.02%"
"Jan 16, 2020","2.8840","2.8805","2.8805","2.8805","7.19K","-0.74%"
"Jan 15, 2020","2.9055","2.9020","2.9020","2.9020","3.36K","-0.24%"
"Jan 14, 2020","2.9125","2.9090","2.9090","2.9090","4.78K","0.52%"
"Jan 13, 2020","2.8975","2.8940","2.8940","2.8940","4.33K","1.60%"
"Jan 10, 2020","2.8520","2.8485","2.8485","2.8485","3.38K","0.42%"
"Jan 09, 2020","2.8400","2.8365","2.8365","2.8365","7.65K","-0.26%"
"Jan 08, 2020","2.8475","2.8440","2.8440","2.8440","8.15K","0.51%"
"Jan 07, 2020","2.8330","2.8295","2.8295","2.8295","5.04K","0.21%"
"Jan 06, 2020","2.8270","2.8235","2.8235","2.8235","2.41K","0.07%"
"Jan 03, 2020","2.8250","2.8215","2.8215","2.8215","2.74K","-1.33%"
"Jan 02, 2020","2.8630","2.8595","2.8595","2.8595","3.31K","2.03%"
"Jan 01, 2020","2.8060","2.7980","2.8070","2.7980","-","-1.14%"
"Dec 31, 2019","2.8385","2.8350","2.8350","2.8350","0.01K","-1.10%"
"Dec 30, 2019","2.8700","2.8660","2.8660","2.8660","2.14K","0.19%"
"Dec 27, 2019","2.8645","2.8605","2.8605","2.8605","1.81K","-0.68%"
"Dec 26, 2019","2.8840","2.8800","2.8800","2.8800","1.14K","1.62%"
"Dec 25, 2019","2.8380","2.8250","2.8420","2.8250","-","-0.80%"
"Dec 24, 2019","2.8610","2.8570","2.8570","2.8570","2.03K","0.67%"
"Dec 23, 2019","2.8420","2.8380","2.8380","2.8380","2.05K","0.04%"
"Dec 20, 2019","2.8410","2.8370","2.8370","2.8370","2.36K","-0.63%"
"Dec 19, 2019","2.8590","2.8550","2.8550","2.8550","0.01K","0.42%"
"Dec 18, 2019","2.8470","2.8440","2.8440","2.8440","2.63K","-0.12%"
"Dec 17, 2019","2.8505","2.8475","2.8475","2.8475","0.01K","0.18%"
"Dec 16, 2019","2.8455","2.8425","2.8425","2.8425","0.03K","0.78%"
"Dec 13, 2019","2.8235","2.8205","2.8205","2.8205","0.02K","-0.65%"
"Dec 12, 2019","2.8420","2.8380","2.8380","2.8380","0.02K","0.26%"
"Dec 11, 2019","2.8345","2.8305","2.8305","2.8305","7.21K","0.76%"
"Dec 10, 2019","2.8130","2.8090","2.8090","2.8090","7.31K","0.30%"
