Date,Open,High,Low,Close,null
20040406,1144.26001,1150.57007,1143.2998,1148.15991,0
20040407,1146.25,1148.15991,1138.40991,1140.52979,0
20040408,1148.96997,1148.96997,1134.52002,1139.31982,0
20040412,1141.97998,1147.29004,1139.31982,1145.19995,0
20040413,1147.81006,1147.81006,1127.69995,1129.43994,0
20040414,1122.43994,1132.52002,1122.1499,1128.16992,0
20040415,1130.44995,1134.08008,1120.75,1128.83984,0
20040416,1133.81006,1136.80005,1126.78979,1134.60986,0
20040419,1132.83008,1136.17993,1129.83984,1135.81982,0
20040420,1137.6001,1139.26001,1118.08984,1118.1499,0
20040421,1119.27002,1125.71997,1116.02979,1124.08984,0
20040422,1122.03003,1142.77002,1121.91992,1139.92993,0
20040423,1140.81006,1141.75,1134.88989,1140.59985,0
20040426,1142.18994,1145.08008,1132.90991,1135.52979,0
20040427,1138.3999,1146.84009,1135.52979,1138.10986,0
20040428,1134.25,1138.11011,1121.69995,1122.40991,0
20040429,1123.45996,1128.80005,1108.01978,1113.88989,0
20040430,1117.28003,1119.26001,1107.22998,1107.2998,0
20040503,1110.44995,1118.71997,1107.2998,1117.48999,0
20040504,1118.6001,1127.73999,1112.88989,1119.5498,0
20040505,1119.70996,1125.07007,1117.85986,1121.52979,0
20040506,1115.62988,1121.53003,1106.2998,1113.98999,0
20040507,1108.52002,1117.33008,1098.62988,1098.69995,0
20040510,1089.5,1098.69995,1079.62988,1087.11987,0
20040511,1089.69995,1095.68994,1087.11987,1095.44995,0
20040512,1091.44995,1097.55005,1076.31982,1097.27979,0
20040513,1092.6001,1102.77002,1091.75977,1096.43994,0
20040514,1095.13989,1102.37012,1088.23999,1095.69995,0
20040517,1083.65991,1095.69995,1079.35986,1084.09985,0
20040518,1089.32007,1094.13989,1084.09985,1091.48999,0
20040519,1100,1105.92993,1088.48999,1088.67993,0
20040520,1089.06006,1092.62012,1085.42993,1089.18994,0
20040521,1094.65991,1099.69995,1089.18994,1093.55981,0
20040524,1099.08008,1101.70996,1091.77002,1095.40991,0
20040525,1093.88989,1113.80005,1090.73999,1113.0498,0
20040526,1111.26001,1116.70996,1109.90991,1114.93994,0
20040527,1119.88989,1123.94995,1114.85986,1121.27979,0
20040528,1121.62988,1122.68994,1118.09985,1120.67993,0
20040601,1118.02002,1122.69995,1113.31982,1121.19995,0
20040602,1123.91992,1128.1001,1118.63989,1124.98999,0
20040603,1122.13989,1125.31006,1116.55981,1116.63989,0
20040604,1124.12012,1129.16992,1116.63989,1122.5,0
20040607,1128.41992,1140.54004,1122.5,1140.41992,0
20040608,1136.37988,1142.17993,1135.44995,1142.17993,0
20040609,1138.3999,1142.17993,1131.15991,1131.32983,0
20040610,1134.52002,1136.46997,1131.32983,1136.46997,0
20040614,1130.62988,1136.46997,1122.15991,1125.28979,0
20040615,1132.20996,1137.36011,1125.28979,1132.00977,0
20040616,1132.66992,1135.28003,1130.5498,1133.55981,0
20040617,1131.33008,1133.56006,1126.87988,1132.0498,0
20040618,1129.81982,1139.08008,1129.81982,1135.01978,0
20040621,1134.44995,1138.05005,1129.63989,1130.2998,0
20040622,1128.36011,1135.05005,1124.36987,1134.40991,0
20040623,1134.06006,1145.15991,1131.72998,1144.05981,0
20040624,1142.37988,1146.34009,1139.93994,1140.6499,0
20040625,1141.29004,1145.96997,1134.23999,1134.42993,0
20040628,1141.1499,1142.6001,1131.61987,1133.34985,0
20040629,1131.80981,1138.26001,1131.80981,1136.19995,0
20040630,1137.66992,1144.21997,1133.61987,1140.83984,0
20040701,1139.44995,1140.84009,1123.05981,1128.93994,0
20040702,1128.51001,1129.17993,1123.25977,1125.37988,0
20040706,1121.02002,1125.37988,1113.20996,1116.20996,0
20040707,1114.91992,1122.37012,1114.91992,1118.32983,0
20040708,1115.04004,1119.12012,1108.71997,1109.10986,0
20040709,1113.59009,1115.57007,1109.10986,1112.80981,0
20040712,1110.97998,1116.11011,1106.70996,1114.34985,0
20040713,1115.06006,1116.30005,1112.98999,1115.13989,0
20040714,1109.1001,1119.6001,1107.82983,1111.46997,0
20040715,1112.92993,1114.66992,1106.59985,1106.68994,0
20040716,1112.16992,1112.16992,1101.06982,1101.38989,0
20040719,1103.45996,1105.52002,1096.5498,1100.8999,0
20040720,1101,1108.87988,1099.09985,1108.66992,0
20040721,1114.15991,1116.27002,1093.87988,1093.87988,0
20040722,1090.77002,1099.68994,1084.15991,1096.83984,0
20040723,1092.18994,1096.84009,1083.48999,1086.19995,0
20040726,1087.44995,1089.82007,1078.77979,1084.06982,0
20040727,1086.37988,1096.6499,1084.06982,1094.82983,0
20040728,1091.96997,1098.84009,1082.16992,1095.41992,0
20040729,1100.06006,1103.70996,1095.41992,1100.42993,0
20040730,1098.90991,1103.72998,1096.95996,1101.71997,0
20040802,1098,1108.6001,1097.33984,1106.61987,0
20040803,1104.97998,1106.62012,1099.19995,1099.68994,0
20040804,1095.43994,1102.44995,1092.3999,1098.62988,0
20040805,1098.62988,1098.83008,1079.97998,1080.69995,0
20040806,1073.13989,1080.69995,1062.22998,1063.96997,0
20040809,1065.52002,1069.45996,1063.96997,1065.21997,0
20040810,1068.87988,1079.04004,1065.21997,1079.03979,0
20040811,1070.45996,1079.04004,1065.91992,1075.78979,0
20040812,1070.93994,1075.79004,1062.81982,1063.22998,0
20040813,1065.36011,1075.79004,1062.81982,1064.7998,0
20040816,1065.71997,1080.65991,1064.7998,1079.33984,0
20040817,1082.32007,1086.95996,1079.33984,1081.70996,0
20040818,1079.43994,1095.16992,1078.92993,1095.16992,0
20040819,1091.95996,1095.16992,1086.28003,1091.22998,0
20040820,1090.6499,1100.26001,1089.56982,1098.34985,0
20040823,1099,1101.3999,1094.72998,1095.67993,0
20040824,1100.07007,1100.93994,1092.81982,1096.18994,0
20040825,1096.26001,1106.29004,1093.23999,1104.95996,0
20040826,1103.22998,1106.78003,1102.42993,1105.08984,0
20040827,1105.46997,1109.67993,1104.60986,1107.76978,0
20040830,1105.13989,1107.77002,1099.1499,1099.1499,0
20040831,1100.01001,1104.23999,1094.71997,1104.23999,0
20040901,1102.66992,1109.25,1099.10986,1105.90991,0
20040902,1107.1001,1119.11011,1105.59985,1118.30981,0
20040903,1116.04004,1120.80005,1113.56982,1113.62988,0
20040907,1118.78003,1124.08008,1113.62988,1121.2998,0
20040908,1118.94995,1123.05005,1116.26978,1116.26978,0
20040909,1118.56006,1121.30005,1113.61987,1118.37988,0
20040910,1117.3501,1125.26001,1114.38989,1123.91992,0
20040913,1125.57007,1129.78003,1123.34985,1125.81982,0
20040914,1125.95996,1129.45996,1124.71997,1128.32983,0
20040915,1125.66992,1128.33008,1119.73999,1120.36987,0
20040916,1120.80005,1126.06006,1120.36987,1123.5,0
20040917,1127.02002,1130.47998,1123.5,1128.5498,0
20040920,1123.47998,1128.55005,1120.33984,1122.19995,0
20040921,1124.17993,1131.54004,1122.19995,1129.2998,0
20040922,1121.34009,1129.30005,1112.66992,1113.55981,0
20040923,1112.8999,1113.61011,1108.0498,1108.35986,0
20040924,1108.6499,1113.81006,1108.35986,1110.10986,0
20040927,1107.1499,1110.11011,1103.23999,1103.51978,0
20040928,1106.09009,1111.77002,1101.28979,1110.05981,0
20040929,1108.59009,1114.80005,1107.35986,1114.7998,0
20040930,1112.16992,1116.31006,1109.60986,1114.57983,0
20041001,1120.27002,1131.63989,1114.57983,1131.5,0
20041004,1136.42993,1140.18994,1131.5,1135.16992,0
20041005,1133.96997,1137.96997,1132.02979,1134.47998,0
20041006,1134.27002,1142.05005,1132.93994,1142.0498,0
20041007,1139.65991,1142.05005,1130.45996,1130.6499,0
20041008,1128.17993,1132.91992,1120.18994,1122.13989,0
20041011,1123.93994,1126.19995,1122.13989,1124.38989,0
20041012,1117.55005,1124.38989,1115.76978,1121.83984,0
20041013,1126,1127.01001,1109.62988,1113.6499,0
20041014,1113.44995,1114.96997,1102.05981,1103.28979,0
20041015,1106.12988,1113.16992,1102.13989,1108.19995,0
20041018,1105.80005,1114.45996,1103.32983,1114.01978,0
20041019,1115.44995,1118.03003,1103.1499,1103.22998,0
20041020,1100.17993,1104.09009,1094.25,1103.65991,0
20041021,1104.47998,1108.95996,1098.46997,1106.48999,0
20041022,1106.94995,1108.32007,1095.28979,1095.73999,0
20041025,1093.63989,1096.81006,1090.18994,1094.80981,0
20041026,1097.91992,1111.1001,1094.80981,1111.08984,0
20041027,1109.1499,1126.29004,1107.42993,1125.3999,0
20041028,1122.22998,1130.66992,1120.56982,1127.43994,0
20041029,1126.45996,1131.43994,1124.61987,1130.19995,0
20041101,1130.87988,1133.42993,1127.52979,1130.50977,0
20041102,1131.41992,1140.47998,1128.11987,1130.53979,0
20041103,1147.59985,1147.59985,1130.54004,1143.19995,0
20041104,1143.09009,1161.66992,1142.33984,1161.66992,0
20041105,1165.01001,1170.87012,1160.35986,1166.16992,0
20041108,1164.12988,1166.86011,1162.31982,1164.88989,0
20041109,1164.70996,1168.96997,1162.47998,1164.07983,0
20041110,1164.56006,1169.3501,1162.50977,1162.90991,0
20041111,1165.68994,1174.82007,1162.90991,1173.47998,0
20041112,1174.05005,1184.16992,1171.38989,1184.16992,0
20041115,1182.45996,1184.47998,1179.84985,1183.80981,0
20041116,1180.51001,1183.81006,1175.31982,1175.42993,0
20041117,1180.83008,1188.45996,1175.42993,1181.93994,0
20041118,1182.15991,1184.8999,1180.08984,1183.5498,0
20041119,1184,1184,1169.16992,1170.33984,0
20041122,1169.87012,1178.17993,1167.88989,1177.23999,0
20041123,1176.6001,1179.52002,1171.40991,1176.93994,0
20041124,1179.63989,1182.45996,1176.93994,1181.75977,0
20041126,1181.07983,1186.62012,1181.07983,1182.6499,0
20041129,1184.29004,1186.93994,1172.36987,1178.56982,0
20041130,1176.34009,1178.65991,1173.80981,1173.81982,0
20041201,1177.13989,1191.37012,1173.77979,1191.36987,0
20041202,1187.5,1194.81006,1186.65991,1190.32983,0
20041203,1190.22998,1197.45996,1187.69995,1191.16992,0
20041206,1188.01001,1192.40991,1185.17993,1190.25,0
20041207,1190.65991,1192.18994,1177.06982,1177.06982,0
20041208,1178.3999,1184.05005,1176.7998,1182.80981,0
20041209,1177.40991,1190.51001,1173.75977,1189.23999,0
20041210,1185.47998,1191.44995,1185.23999,1188,0
20041213,1193.07007,1198.77002,1188,1198.67993,0
20041214,1197.84009,1205.29004,1197.83984,1203.37988,0
20041215,1203.03003,1206.61011,1199.43994,1205.71997,0
20041216,1203.32007,1207.96997,1198.40991,1203.20996,0
20041217,1193.43994,1203.20996,1193.43994,1194.21997,0
20041220,1198.41992,1203.63989,1193.35986,1194.6499,0
20041221,1197.30005,1205.92993,1194.6499,1205.44995,0
20041222,1204.54004,1211.41992,1203.80981,1209.56982,0
20041223,1209.15991,1213.65991,1208.70996,1210.12988,0
20041227,1212.53003,1214.16992,1204.91992,1204.91992,0
20041228,1206.32007,1213.54004,1204.91992,1213.53979,0
20041229,1210.94995,1213.94995,1210.94995,1213.44995,0
20041230,1214.36011,1216.46997,1213.40991,1213.5498,0
20041231,1213.94995,1217.33008,1211.6499,1211.91992,0
20050103,1215.81006,1217.8999,1200.2998,1202.07983,0
20050104,1204.58008,1205.84009,1185.38989,1188.0498,0
20050105,1188.52002,1192.75,1183.71997,1183.73999,0
20050106,1184.87012,1191.62988,1183.22998,1187.88989,0
20050107,1190.88989,1192.19995,1182.10986,1186.18994,0
20050110,1185,1194.78003,1184.7998,1190.25,0
20050111,1186.02002,1190.25,1180.42993,1182.98999,0
20050112,1184.04004,1187.97998,1175.63989,1187.69995,0
20050113,1186.47998,1187.69995,1175.60986,1177.44995,0
20050114,1179.47998,1185.20996,1177.44995,1184.51978,0
20050118,1181.21997,1195.97998,1180.09985,1195.97998,0
20050119,1194.78003,1195.97998,1184.36987,1184.62988,0
20050120,1179.46997,1184.62988,1173.38989,1175.40991,0
20050121,1176.77002,1179.55005,1167.81982,1167.86987,0
20050124,1171.30005,1173.16992,1163.75,1163.75,0
20050125,1168.87988,1174.30005,1163.75,1168.40991,0
20050126,1173.44995,1175.98999,1168.40991,1174.06982,0
20050127,1171.65991,1177.5,1170.1499,1174.5498,0
20050128,1174.48999,1175.62988,1166.2998,1171.35986,0
20050131,1178.34009,1182.07007,1171.35986,1181.26978,0
20050201,1183.34009,1190.38989,1180.94995,1189.40991,0
20050202,1190.29004,1195.25,1188.91992,1193.18994,0
20050203,1189.91992,1193.18994,1185.62988,1189.88989,0
20050204,1189.66992,1203.46997,1189.66992,1203.03003,0
20050207,1201.87012,1204.1499,1199.26978,1201.71997,0
20050208,1200.92993,1205.11011,1200.15991,1202.2998,0
20050209,1202.94995,1203.83008,1191.53979,1191.98999,0
20050210,1195.61011,1198.75,1191.53979,1197.00977,0
20050211,1196.23999,1208.37988,1193.27979,1205.2998,0
20050214,1205.01001,1206.92993,1203.58984,1206.13989,0
20050215,1206.33008,1212.43994,1205.51978,1210.11987,0
20050216,1207.07007,1212.43994,1205.51978,1210.33984,0
20050217,1210.21997,1211.33008,1200.73999,1200.75,0
20050218,1201.79004,1202.91992,1197.34985,1201.58984,0
20050222,1196.63989,1202.47998,1184.15991,1184.15991,0
20050223,1188.03003,1193.52002,1184.15991,1190.7998,0
20050224,1190.57007,1200.41992,1187.7998,1200.19995,0
20050225,1199.65991,1212.1499,1199.60986,1211.36987,0
20050228,1208.68994,1211.37012,1198.12988,1203.59985,0
20050301,1205.94995,1212.25,1203.59985,1210.40991,0
20050302,1205.08008,1215.79004,1204.21997,1210.07983,0
20050303,1214.3999,1215.71997,1204.44995,1210.46997,0
20050304,1217.46997,1224.76001,1210.46997,1222.11987,0
20050307,1223.37012,1229.11011,1222.11987,1225.30981,0
20050308,1223.37012,1225.68994,1218.56982,1219.42993,0
20050309,1216.43994,1219.42993,1206.65991,1207.00977,0
20050310,1208.44995,1211.22998,1201.40991,1209.25,0
20050311,1209.12988,1213.04004,1198.1499,1200.07983,0
20050314,1201.59009,1206.83008,1199.50977,1206.82983,0
20050315,1209.91992,1210.54004,1197.75,1197.75,0
20050316,1192.93994,1197.75,1185.60986,1188.06982,0
20050317,1190.37988,1193.28003,1186.33984,1190.20996,0
20050318,1190.69995,1191.97998,1182.77979,1189.6499,0
20050321,1188.67993,1189.6499,1178.81982,1183.77979,0
20050322,1184.18994,1189.59009,1171.62988,1171.70996,0
20050323,1169.93994,1176.26001,1168.69995,1172.52979,0
20050324,1176.01001,1180.11011,1171.41992,1171.41992,0
20050328,1174.1001,1179.90991,1171.41992,1174.27979,0
20050329,1172.20996,1179.38989,1163.68994,1165.35986,0
20050330,1167.72998,1181.54004,1165.35986,1181.40991,0
20050331,1183.18994,1184.53003,1179.48999,1180.58984,0
20050401,1186.53003,1189.80005,1169.90991,1172.91992,0
20050404,1174.18994,1178.61011,1167.71997,1176.11987,0
20050405,1178.42993,1183.56006,1176.11987,1181.38989,0
20050406,1184.23999,1189.34009,1181.38989,1184.06982,0
20050407,1184.81006,1191.87988,1183.80981,1191.13989,0
20050408,1191.09009,1191.75,1181.12988,1181.19995,0
20050411,1182.79004,1184.07007,1178.68994,1181.20996,0
20050412,1177.90991,1190.16992,1170.84985,1187.75977,0
20050413,1185.02002,1187.76001,1171.3999,1173.78979,0
20050414,1173.92993,1174.66992,1161.69995,1162.0498,0
20050415,1158.8501,1162.05005,1141.91992,1142.61987,0
20050418,1141.73999,1148.91992,1139.7998,1145.97998,0
20050419,1150.95996,1154.66992,1145.97998,1152.77979,0
20050420,1153.27002,1155.5,1136.1499,1137.5,0
20050421,1148.28003,1159.94995,1137.5,1159.94995,0
20050422,1157.13989,1159.94995,1142.94995,1152.11987,0
20050425,1158.26001,1164.05005,1152.11987,1162.09985,0
20050426,1159.33008,1164.80005,1151.73999,1151.73999,0
20050427,1149.03003,1159.87012,1144.41992,1156.37988,0
20050428,1151.53003,1156.37988,1143.21997,1143.21997,0
20050429,1149.6001,1156.96997,1139.18994,1156.84985,0
20050502,1158.65991,1162.87012,1154.70996,1162.15991,0
20050503,1159.32007,1166.88989,1156.70996,1161.16992,0
20050504,1163.96997,1176.01001,1161.16992,1175.6499,0
20050505,1175,1178.62012,1166.76978,1172.62988,0
20050506,1176.81006,1177.75,1170.5,1171.34985,0
20050509,1170.91992,1178.87012,1169.37988,1178.83984,0
20050510,1172.07007,1178.84009,1162.97998,1166.21997,0
20050511,1166.86011,1171.77002,1157.70996,1171.10986,0
20050512,1171.37988,1173.37012,1157.75977,1159.35986,0
20050513,1161.5,1163.75,1146.17993,1154.0498,0
20050516,1154.66992,1165.75,1153.63989,1165.68994,0
20050517,1161.52002,1174.3501,1159.85986,1173.7998,0
20050518,1178.43994,1187.8999,1173.7998,1185.55981,0
20050519,1186.3999,1191.09009,1184.48999,1191.07983,0
20050520,1191.21997,1191.21997,1185.18994,1189.27979,0
20050523,1189.23999,1197.43994,1188.75977,1193.85986,0
20050524,1191.37988,1195.29004,1189.86987,1194.06982,0
20050525,1191.22998,1194.07007,1185.95996,1190.00977,0
20050526,1194.22998,1198.94995,1190.00977,1197.61987,0
20050527,1197.45996,1199.56006,1195.27979,1198.77979,0
20050531,1197.72998,1198.78003,1191.5,1191.5,0
20050601,1191.5,1205.63989,1191.02979,1202.21997,0
20050602,1200.18994,1204.66992,1198.41992,1204.28979,0
20050603,1202.11011,1205.09009,1194.5498,1196.01978,0
20050606,1196.32007,1198.78003,1192.75,1197.50977,0
20050607,1200.05005,1208.8501,1197.25977,1197.25977,0
20050608,1200.86011,1201.96997,1193.32983,1194.66992,0
20050609,1194.12012,1201.86011,1191.08984,1200.92993,0
20050610,1201.29004,1202.79004,1192.63989,1198.10986,0
20050613,1195.58008,1206.03003,1194.50977,1200.81982,0
20050614,1200.17993,1207.53003,1200.17993,1203.90991,0
20050615,1203.90991,1208.08008,1198.65991,1206.57983,0
20050616,1206.81006,1212.1001,1205.46997,1210.95996,0
20050617,1210.92993,1219.55005,1210.92993,1216.95996,0
20050620,1212.36011,1219.1001,1210.6499,1216.09985,0
20050621,1215.05005,1217.12988,1211.85986,1213.60986,0
20050622,1217.58008,1219.59009,1211.68994,1213.87988,0
20050623,1213.45996,1216.44995,1200.71997,1200.72998,0
20050624,1199.94995,1200.8999,1191.44995,1191.56982,0
20050627,1190.34009,1194.33008,1188.2998,1190.68994,0
20050628,1195.02002,1202.54004,1190.68994,1201.56982,0
20050629,1203.84009,1204.07007,1198.69995,1199.84985,0
20050630,1201.29004,1203.27002,1190.50977,1191.32983,0
20050701,1194.8999,1197.88989,1191.32983,1194.43994,0
20050705,1193.16992,1206.34009,1192.48999,1204.98999,0
20050706,1204.45996,1206.11011,1194.77979,1194.93994,0
20050707,1184.57007,1198.45996,1183.5498,1197.86987,0
20050708,1199.09009,1212.72998,1197.19995,1211.85986,0
20050711,1214.62012,1220.03003,1211.85986,1219.43994,0
20050712,1219.18994,1225.54004,1216.59985,1222.20996,0
20050713,1221.83008,1224.45996,1219.63989,1223.28979,0
20050714,1229.09009,1233.15991,1223.28979,1226.5,0
20050715,1226.86011,1229.53003,1223.5,1227.91992,0
20050718,1224.56006,1227.91992,1221.12988,1221.12988,0
20050719,1226.82007,1230.34009,1221.12988,1229.34985,0
20050720,1225.63989,1236.56006,1222.90991,1235.19995,0
20050721,1234.76001,1235.83008,1224.69995,1227.03979,0
20050722,1228.6499,1234.18994,1226.1499,1233.67993,0
20050725,1233.59009,1238.36011,1228.1499,1229.02979,0
20050726,1231.57007,1234.41992,1229.02979,1231.15991,0
20050727,1234.01001,1237.63989,1230.1499,1236.78979,0
20050728,1238.6499,1245.1499,1235.80981,1243.71997,0
20050729,1243.16992,1245.04004,1234.17993,1234.17993,0
20050801,1237.84009,1239.1001,1233.7998,1235.34985,0
20050802,1237.36011,1244.68994,1235.34985,1244.11987,0
20050803,1241.40991,1245.86011,1240.56982,1245.03979,0
20050804,1241.03003,1245.04004,1235.1499,1235.85986,0
20050805,1232.83008,1235.86011,1225.61987,1226.41992,0
20050808,1230.23999,1232.28003,1222.66992,1223.12988,0
20050809,1228.30005,1234.11011,1223.12988,1231.37988,0
20050810,1236.01001,1242.68994,1226.57983,1229.12988,0
20050811,1230.37012,1237.81006,1228.32983,1237.80981,0
20050812,1233.25,1237.81006,1225.86987,1230.38989,0
20050815,1229.22998,1236.23999,1226.19995,1233.86987,0
20050816,1231.8999,1233.87012,1219.0498,1219.33984,0
20050817,1219.36011,1225.62988,1218.06982,1220.23999,0
20050818,1217.02002,1222.63989,1215.92993,1219.01978,0
20050819,1223.8999,1225.08008,1219.01978,1219.70996,0
20050822,1222.68994,1228.95996,1216.46997,1221.72998,0
20050823,1221.90991,1223.04004,1214.43994,1217.56982,0
20050824,1216.8501,1224.1499,1209.36987,1209.58984,0
20050825,1210.62012,1213.72998,1209.56982,1212.38989,0
20050826,1211.19995,1212.3999,1204.22998,1205.09985,0
20050829,1201.53003,1214.28003,1201.53003,1212.28003,0
20050830,1209.01001,1212.28003,1201.07007,1208.40991,0
20050831,1208.78003,1220.36011,1204.3999,1220.33008,0
20050901,1219.91992,1227.29004,1216.17993,1221.59009,0
20050902,1224.06006,1224.44995,1217.75,1218.02002,0
20050906,1222.65991,1233.61011,1218.02002,1233.38989,0
20050907,1232.38989,1237.06006,1230.92993,1236.36011,0
20050908,1233.79004,1236.36011,1229.51001,1231.66992,0
20050909,1234.15991,1243.12988,1231.66992,1241.47998,0
20050912,1240.51001,1242.6001,1239.1499,1240.55981,0
20050913,1237.87988,1240.57007,1231.19995,1231.19995,0
20050914,1233.06006,1234.73999,1226.15991,1227.15991,0
20050915,1230.36011,1231.87988,1224.84985,1227.72998,0
20050916,1232.79004,1237.94995,1228.41992,1237.90991,0
20050919,1236.6001,1237.90991,1227.6499,1231.01978,0
20050920,1231.8999,1236.48999,1220.06982,1221.33984,0
20050921,1218.48999,1221.52002,1209.88989,1210.19995,0
20050922,1210.30005,1216.63989,1205.34985,1214.61987,0
20050923,1212.94995,1218.83008,1209.7998,1215.28979,0
20050926,1220.76001,1222.56006,1211.83984,1215.62988,0
20050927,1216.40991,1220.16992,1211.10986,1215.65991,0
20050928,1219.3501,1220.97998,1212.71997,1216.88989,0
20050929,1215.68994,1228.69995,1211.53979,1227.67993,0
20050930,1226.29004,1229.57007,1225.21997,1228.80981,0
20051003,1229.57007,1233.34009,1225.1499,1226.69995,0
20051004,1227.8501,1229.87988,1214.01978,1214.46997,0
20051005,1212.88989,1214.46997,1196.25,1196.38989,0
20051006,1197.08008,1202.13989,1181.91992,1191.48999,0
20051007,1197.40991,1199.70996,1191.45996,1195.8999,0
20051010,1196.52002,1196.52002,1186.11987,1187.32983,0
20051011,1190.05005,1193.1001,1183.15991,1184.86987,0
20051012,1182.80005,1190.02002,1173.6499,1177.67993,0
20051013,1173.20996,1179.56006,1168.19995,1176.83984,0
20051014,1180.78003,1187.12988,1175.43994,1186.56982,0
20051017,1188.53003,1191.20996,1184.47998,1190.09985,0
20051018,1187.82007,1190.1001,1178.12988,1178.13989,0
20051019,1175.18994,1195.76001,1170.5498,1195.75977,0
20051020,1194.45996,1197.30005,1173.2998,1177.7998,0
20051021,1183.79004,1186.45996,1174.91992,1179.58984,0
20051024,1184.18994,1199.38989,1179.58984,1199.37988,0
20051025,1196.65991,1201.30005,1189.28979,1196.53979,0
20051026,1194.45996,1204.01001,1191.37988,1191.37988,0
20051027,1191.19995,1192.6499,1178.88989,1178.8999,0
20051028,1184.67993,1198.40991,1178.8999,1198.40991,0
20051031,1202.13989,1211.42993,1198.40991,1207.00977,0
20051101,1204.93994,1207.34009,1201.65991,1202.75977,0
20051102,1201.46997,1215.16992,1201.06982,1214.75977,0
20051103,1220.44995,1224.69995,1214.75977,1219.93994,0
20051104,1222.19995,1222.52002,1214.44995,1220.13989,0
20051107,1221.96997,1224.17993,1217.28979,1222.80981,0
20051108,1217.18994,1222.81006,1216.07983,1218.58984,0
20051109,1218.56006,1226.59009,1216.52979,1220.6499,0
20051110,1220.87012,1232.40991,1215.0498,1230.95996,0
20051111,1231.68994,1235.69995,1230.71997,1234.71997,0
20051114,1234.96997,1237.19995,1231.77979,1233.75977,0
20051115,1231.88989,1237.93994,1226.40991,1229.00977,0
20051116,1231.30005,1232.23999,1227.17993,1231.20996,0
20051117,1234.21997,1242.95996,1231.20996,1242.7998,0
20051118,1249.57983,1249.57983,1240.70996,1248.27002,0
20051121,1247.80005,1255.88989,1246.8999,1254.84985,0
20051122,1252.02002,1261.8999,1251.3999,1261.22998,0
20051123,1259.61011,1270.63989,1259.50977,1265.60986,0
20051125,1268.78003,1268.78003,1265.53979,1268.25,0
20051128,1268.3501,1268.43994,1257.16992,1257.45996,0
20051129,1262.30005,1266.17993,1257.45996,1257.47998,0
20051130,1257.91992,1260.92993,1249.38989,1249.47998,0
20051201,1256.6001,1266.16992,1249.47998,1264.66992,0
20051202,1262.70996,1266.8501,1261.41992,1265.07983,0
20051205,1263.26001,1265.08008,1258.11987,1262.08984,0
20051206,1266.47998,1272.88989,1262.08984,1263.69995,0
20051207,1263.94995,1264.8501,1253.01978,1257.36987,0
20051208,1257.8999,1263.36011,1250.90991,1255.83984,0
20051209,1256.87988,1263.08008,1254.23999,1259.36987,0
20051212,1262.77002,1263.86011,1255.51978,1260.42993,0
20051213,1258.68994,1272.11011,1258.55981,1267.42993,0
20051214,1267.83008,1275.80005,1267.06982,1272.73999,0
20051215,1273.84009,1275.16992,1267.73999,1270.93994,0
20051216,1274.84009,1275.23999,1267.31982,1267.31982,0
20051219,1270.06006,1270.51001,1259.27979,1259.91992,0
20051220,1259.6001,1263.86011,1257.20996,1259.61987,0
20051221,1263.87988,1269.37012,1259.61987,1262.78979,0
20051222,1264.11011,1268.18994,1262.5,1268.11987,0
20051223,1269.15991,1269.76001,1265.91992,1268.65991,0
20051227,1270.12012,1271.83008,1256.53979,1256.53979,0
20051228,1258.44995,1261.1001,1256.53979,1258.16992,0
20051229,1258.02002,1260.61011,1254.17993,1254.41992,0
20051230,1248.72998,1254.41992,1246.58984,1248.28979,0
20060103,1255.44995,1270.21997,1245.73999,1268.7998,0
20060104,1268.6499,1275.37012,1267.73999,1273.45996,0
20060105,1272.62012,1276.90991,1270.2998,1273.47998,0
20060106,1281.04004,1286.09009,1273.47998,1285.44995,0
20060109,1285.32007,1290.78003,1284.81982,1290.1499,0
20060110,1284.83008,1290.1499,1283.75977,1289.68994,0
20060111,1290.69995,1294.8999,1288.11987,1294.17993,0
20060112,1292.88989,1294.17993,1285.03979,1286.05981,0
20060113,1286.31006,1288.95996,1282.77979,1287.60986,0
20060117,1281.47998,1287.61011,1278.60986,1282.92993,0
20060118,1277,1282.92993,1272.07983,1277.92993,0
20060119,1281.93994,1287.79004,1277.92993,1285.03979,0
20060120,1284.28003,1285.04004,1260.91992,1261.48999,0
20060123,1262.8501,1268.18994,1261.48999,1263.81982,0
20060124,1265.45996,1271.46997,1263.81982,1266.85986,0
20060125,1271.11011,1271.87012,1259.41992,1264.67993,0
20060126,1271.90991,1276.43994,1264.67993,1273.82983,0
20060127,1277.29004,1286.37988,1273.82983,1283.71997,0
20060130,1285.16992,1287.93994,1283.50977,1285.19995,0
20060131,1282.70996,1285.19995,1276.84985,1280.07983,0
20060201,1278.1001,1283.33008,1277.56982,1282.45996,0
20060202,1280.6499,1282.45996,1267.71997,1270.83984,0
20060203,1264.96997,1270.87012,1261.01978,1264.02979,0
20060206,1265.08008,1267.04004,1261.61987,1265.01978,0
20060207,1262.13989,1265.78003,1253.60986,1254.77979,0
20060208,1258.92993,1266.46997,1254.77979,1265.6499,0
20060209,1268.57007,1274.56006,1262.7998,1263.77979,0
20060210,1262.87012,1269.88989,1254.97998,1266.98999,0
20060213,1263.81006,1266.98999,1258.33984,1262.85986,0
20060214,1262.84009,1278.20996,1260.7998,1275.52979,0
